transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000050,card_00739,2026-01-12T15:42:10Z,24.97,pharmacy,AE,False,False
txn_0000051,card_00039,2026-01-06T21:08:50Z,94.48,grocery,IN,False,False
txn_0000052,card_00291,2026-01-08T06:47:09Z,42.67,online_retail,DE,True,False
txn_0000053,card_00127,2026-01-07T08:40:27Z,155.69,utilities,AE,True,False
txn_0000054,card_00895,2026-01-10T17:38:46Z,99.62,atm_withdrawal,US,True,False
txn_0000055,card_00843,2026-01-20T01:42:46Z,42.81,entertainment,DE,True,False
txn_0000056,card_00647,2026-01-01T15:15:15Z,841.57,grocery,DE,True,False
txn_0000057,card_00100,2026-01-02T00:18:26Z,31.26,atm_withdrawal,US,False,False
txn_0000058,card_00821,2026-01-14T06:13:22Z,385.59,fuel,SG,False,False
txn_0000059,card_00753,2026-01-27T03:37:06Z,72.94,electronics,US,True,False
txn_0000060,card_00305,2026-01-25T03:01:06Z,182.2,atm_withdrawal,AE,True,False
txn_0000061,card_00384,2026-01-19T12:14:08Z,17.86,pharmacy,US,True,False
txn_0000062,card_00857,2026-01-25T05:06:51Z,24.02,pharmacy,SG,True,False
txn_0000063,card_00770,2026-01-25T06:45:36Z,28.9,online_retail,IN,True,False
txn_0000064,card_00286,2026-01-15T01:15:18Z,60.79,restaurant,SG,True,False
txn_0000065,card_00678,2026-01-15T08:10:03Z,119.72,grocery,IN,False,True
txn_0000066,card_00237,2026-01-27T01:40:24Z,19.06,utilities,SG,True,False
txn_0000067,card_00419,2026-01-02T18:23:26Z,207.29,online_retail,SG,True,False
txn_0000068,card_00071,2026-01-26T04:09:20Z,1030.92,atm_withdrawal,DE,True,True
txn_0000069,card_00137,2026-01-16T03:37:13Z,139.0,electronics,US,True,False
txn_0000070,card_00117,2026-01-01T09:17:10Z,81.34,grocery,AE,False,False
txn_0000071,card_00882,2026-01-18T23:35:41Z,24.64,entertainment,DE,True,False
txn_0000072,card_00438,2026-01-19T01:01:25Z,156.76,restaurant,GB,True,False
txn_0000073,card_00595,2026-01-03T09:42:02Z,111.67,electronics,AE,False,False
txn_0000074,card_00744,2026-01-29T05:25:19Z,46.54,atm_withdrawal,US,False,False
txn_0000075,card_00816,2026-01-28T03:14:14Z,34.0,fuel,DE,True,False
txn_0000076,card_00656,2026-01-03T07:17:01Z,60.92,electronics,AE,True,False
txn_0000077,card_00420,2026-01-12T05:15:23Z,120.59,travel,GB,True,False
txn_0000078,card_00677,2026-01-19T21:31:58Z,13.66,restaurant,SG,False,False
txn_0000079,card_00463,2026-01-03T03:47:12Z,51.54,electronics,SG,True,False
txn_0000080,card_00727,2026-01-12T12:14:50Z,50.55,restaurant,DE,True,False
txn_0000081,card_00097,2026-01-29T07:08:14Z,76.54,atm_withdrawal,GB,False,False
txn_0000082,card_00378,2026-01-08T02:21:24Z,373.5,utilities,US,False,False
txn_0000083,card_00566,2026-01-05T06:21:53Z,36.18,atm_withdrawal,SG,True,False
txn_0000084,card_00081,2026-01-07T15:06:26Z,33.64,atm_withdrawal,GB,True,False
txn_0000085,card_00099,2026-01-26T07:53:21Z,10.24,utilities,IN,True,False
txn_0000086,card_00613,2026-01-15T00:44:31Z,43.77,grocery,GB,False,False
txn_0000087,card_00736,2026-01-17T03:35:07Z,31.25,restaurant,AE,True,False
txn_0000088,card_00397,2026-01-01T03:29:43Z,30.42,fuel,SG,True,False
txn_0000089,card_00838,2026-01-13T09:16:15Z,97.18,electronics,SG,True,False
txn_0000090,card_00207,2026-01-10T19:22:25Z,297.54,electronics,AE,False,False
txn_0000091,card_00738,2026-01-27T06:19:49Z,35.91,restaurant,US,False,False
txn_0000092,card_00817,2026-01-20T13:49:10Z,46.3,pharmacy,US,False,False
txn_0000093,card_00016,2026-01-17T11:38:41Z,312.61,electronics,IN,False,False
txn_0000094,card_00759,2026-01-26T10:04:19Z,196.18,electronics,SG,True,False
txn_0000095,card_00570,2026-01-28T14:52:48Z,53.5,travel,US,True,False
txn_0000096,card_00814,2026-01-11T07:54:14Z,344.76,utilities,GB,False,False
txn_0000097,card_00365,2026-01-24T16:30:57Z,44.36,fuel,US,True,False
txn_0000098,card_00682,2026-01-19T10:45:35Z,164.08,atm_withdrawal,SG,True,False
txn_0000099,card_00364,2026-01-11T22:56:25Z,53.68,online_retail,DE,False,False
txn_0000100,card_00871,2026-01-01T09:53:45Z,85.16,online_retail,IN,True,False
txn_0000101,card_00839,2026-01-11T07:13:33Z,56.66,travel,IN,False,False
txn_0000102,card_00431,2026-01-16T11:22:40Z,2782.99,online_retail,DE,True,True
txn_0000103,card_00738,2026-01-23T14:33:10Z,47.17,online_retail,GB,False,True
txn_0000104,card_00721,2026-01-01T10:00:48Z,33.93,atm_withdrawal,IN,False,False
txn_0000105,card_00868,2026-01-17T17:45:12Z,14.94,electronics,IN,True,False
txn_0000106,card_00415,2026-01-23T04:25:22Z,159.54,online_retail,US,False,False
txn_0000107,card_00501,2026-01-04T05:52:01Z,26.83,fuel,AE,True,False
txn_0000108,card_00396,2026-01-09T08:11:00Z,47.08,grocery,GB,True,False
txn_0000109,card_00345,2026-01-19T20:06:10Z,164.47,online_retail,DE,True,False
txn_0000110,card_00701,2026-01-20T09:07:07Z,113.8,restaurant,GB,True,True
txn_0000111,card_00612,2026-01-01T13:24:32Z,121.86,pharmacy,AE,False,False
txn_0000112,card_00189,2026-01-06T06:16:49Z,52.88,electronics,IN,True,False
txn_0000113,card_00815,2026-01-10T15:01:15Z,325.46,fuel,AE,False,False
txn_0000114,card_00794,2026-01-12T18:21:13Z,61.97,atm_withdrawal,GB,True,False
txn_0000115,card_00190,2026-01-16T22:22:08Z,111.26,online_retail,AE,True,False
txn_0000116,card_00229,2026-01-26T18:58:13Z,20.69,atm_withdrawal,SG,True,False
txn_0000117,card_00523,2026-01-08T00:22:05Z,46.99,electronics,AE,True,False
txn_0000118,card_00362,2026-01-02T14:53:59Z,51.5,pharmacy,DE,True,False
txn_0000119,card_00505,2026-01-11T02:14:45Z,65.39,electronics,AE,True,False
txn_0000120,card_00655,2026-01-11T15:33:24Z,187.7,online_retail,DE,False,False
txn_0000121,card_00627,2026-01-17T20:57:21Z,17.4,restaurant,DE,True,False
txn_0000122,card_00235,2026-01-25T04:11:31Z,90.77,electronics,IN,False,False
txn_0000123,card_00776,2026-01-16T10:10:00Z,20.98,entertainment,US,False,False
txn_0000124,card_00196,2026-01-12T22:09:26Z,445.19,utilities,DE,False,False
txn_0000125,card_00574,2026-01-28T07:01:13Z,75.16,grocery,SG,False,False
txn_0000126,card_00193,2026-01-03T03:12:00Z,72.59,utilities,SG,True,False
txn_0000127,card_00361,2026-01-26T08:47:19Z,46.79,fuel,DE,True,False
txn_0000128,card_00396,2026-01-17T16:11:16Z,10.05,atm_withdrawal,SG,True,False
txn_0000129,card_00286,2026-01-26T22:41:00Z,5.05,electronics,IN,False,False
txn_0000130,card_00440,2026-01-04T08:11:09Z,44.58,atm_withdrawal,GB,True,False
txn_0000131,card_00682,2026-01-21T14:45:35Z,209.69,entertainment,DE,False,False
txn_0000132,card_00868,2026-01-25T02:37:09Z,56.21,atm_withdrawal,US,True,False
txn_0000133,card_00094,2026-01-10T21:56:28Z,57.28,atm_withdrawal,SG,True,False
txn_0000134,card_00354,2026-01-02T17:28:50Z,132.03,grocery,GB,False,False
txn_0000135,card_00647,2026-01-19T08:40:45Z,224.53,utilities,GB,False,False
txn_0000136,card_00852,2026-01-03T18:19:46Z,183.32,electronics,AE,True,True
txn_0000137,card_00433,2026-01-22T10:06:29Z,47.79,atm_withdrawal,SG,True,False
txn_0000138,card_00088,2026-01-06T14:15:56Z,20.75,grocery,GB,True,False
txn_0000139,card_00200,2026-01-24T18:54:40Z,375.41,pharmacy,GB,False,False
txn_0000140,card_00484,2026-01-04T07:13:27Z,92.02,grocery,DE,True,False
txn_0000141,card_00464,2026-01-06T23:58:19Z,15.4,utilities,GB,True,False
txn_0000142,card_00329,2026-01-09T08:41:33Z,216.72,electronics,US,True,False
txn_0000143,card_00631,2026-01-10T18:08:47Z,1204.75,utilities,IN,True,False
txn_0000144,card_00131,2026-01-17T21:03:39Z,25.66,travel,US,True,False
txn_0000145,card_00038,2026-01-08T21:41:54Z,59.41,utilities,IN,False,False
txn_0000146,card_00308,2026-01-22T17:01:50Z,129.79,fuel,GB,False,False
txn_0000147,card_00833,2026-01-28T11:46:17Z,14.68,pharmacy,US,True,False
txn_0000148,card_00559,2026-01-28T09:38:21Z,233.74,pharmacy,GB,True,False
txn_0000149,card_00095,2026-01-29T14:52:22Z,73.43,atm_withdrawal,US,True,False
txn_0000150,card_00455,2026-01-17T15:22:39Z,263.83,grocery,IN,False,False
txn_0000151,card_00591,2026-01-25T11:39:23Z,16.84,utilities,US,True,False
txn_0000152,card_00232,2026-01-09T21:18:10Z,18.13,entertainment,IN,False,False
txn_0000153,card_00870,2026-01-13T21:58:51Z,36.3,pharmacy,US,False,False
txn_0000154,card_00841,2026-01-03T08:21:59Z,987.55,entertainment,IN,True,False
txn_0000155,card_00281,2026-01-12T03:54:37Z,38.19,online_retail,GB,False,False
txn_0000156,card_00539,2026-01-12T00:50:45Z,42.37,fuel,IN,True,False
txn_0000157,card_00660,2026-01-11T10:48:41Z,23.43,online_retail,GB,True,False
txn_0000158,card_00788,2026-01-09T04:56:11Z,174.37,restaurant,AE,True,False
txn_0000159,card_00307,2026-01-02T19:57:41Z,314.6,fuel,GB,False,False
txn_0000160,card_00426,2026-01-10T18:59:22Z,56.73,atm_withdrawal,GB,False,False
txn_0000161,card_00066,2026-01-02T14:14:47Z,19.95,grocery,IN,False,False
txn_0000162,card_00147,2026-01-08T23:24:04Z,127.44,atm_withdrawal,SG,False,False
txn_0000163,card_00343,2026-01-13T18:59:01Z,55.46,electronics,AE,False,False
txn_0000164,card_00173,2026-01-06T18:03:31Z,80.07,online_retail,GB,False,False
txn_0000165,card_00145,2026-01-09T18:41:06Z,108.94,pharmacy,GB,False,False
txn_0000166,card_00678,2026-01-20T14:09:08Z,323.21,restaurant,US,False,False
txn_0000167,card_00737,2026-01-26T11:11:52Z,46.65,electronics,US,True,False
txn_0000168,card_00884,2026-01-10T18:29:33Z,163.18,grocery,IN,False,False
txn_0000169,card_00333,2026-01-21T09:09:00Z,317.59,entertainment,AE,True,False
txn_0000170,card_00375,2026-01-10T12:07:31Z,23.16,grocery,DE,False,False
txn_0000171,card_00410,2026-01-14T19:08:31Z,15.15,online_retail,IN,True,False
txn_0000172,card_00118,2026-01-22T13:28:22Z,147.98,pharmacy,US,False,False
txn_0000173,card_00671,2026-01-15T02:48:53Z,53.28,atm_withdrawal,GB,True,False
txn_0000174,card_00606,2026-01-21T18:35:22Z,56.87,online_retail,SG,True,False
txn_0000175,card_00089,2026-01-02T23:16:08Z,50.25,utilities,AE,True,False
txn_0000176,card_00193,2026-01-28T16:51:08Z,93.23,travel,GB,True,False
txn_0000177,card_00220,2026-01-30T06:47:45Z,82.45,restaurant,GB,False,False
txn_0000178,card_00312,2026-01-02T14:39:04Z,312.18,travel,DE,True,False
txn_0000179,card_00695,2026-01-09T06:40:11Z,2.29,grocery,IN,True,False
txn_0000180,card_00389,2026-01-05T17:57:21Z,17.09,fuel,DE,True,False
txn_0000181,card_00542,2026-01-13T09:53:49Z,28.89,entertainment,AE,True,False
txn_0000182,card_00103,2026-01-09T06:20:44Z,19.53,travel,US,True,False
txn_0000183,card_00395,2026-01-10T12:08:29Z,377.38,atm_withdrawal,AE,True,False
txn_0000184,card_00302,2026-01-23T15:52:08Z,234.25,pharmacy,AE,False,False
txn_0000185,card_00446,2026-01-19T04:20:27Z,91.57,travel,SG,False,False
txn_0000186,card_00720,2026-01-24T19:00:20Z,422.35,grocery,IN,True,False
txn_0000187,card_00488,2026-01-06T18:25:36Z,92.88,pharmacy,SG,True,False
txn_0000188,card_00643,2026-01-21T01:27:31Z,45.96,travel,AE,False,False
txn_0000189,card_00492,2026-01-25T00:05:00Z,28.59,pharmacy,IN,True,False
txn_0000190,card_00617,2026-01-25T13:30:31Z,33.79,atm_withdrawal,GB,False,False
txn_0000191,card_00231,2026-01-06T00:07:33Z,5.88,electronics,GB,True,False
txn_0000192,card_00588,2026-01-07T23:08:17Z,324.68,travel,DE,False,False
txn_0000193,card_00241,2026-01-06T06:47:37Z,86.74,atm_withdrawal,SG,False,False
txn_0000194,card_00690,2026-01-20T01:47:29Z,16.76,electronics,IN,False,False
txn_0000195,card_00520,2026-01-02T15:18:22Z,110.06,restaurant,AE,False,False
txn_0000196,card_00070,2026-01-19T23:30:46Z,121.04,travel,IN,True,False
txn_0000197,card_00737,2026-01-08T19:16:47Z,86.79,restaurant,GB,False,False
txn_0000198,card_00441,2026-01-12T23:52:38Z,94.73,utilities,DE,False,False
txn_0000199,card_00090,2026-01-26T11:40:35Z,68.37,restaurant,DE,False,False
txn_0000200,card_00641,2026-01-03T19:08:22Z,94.49,restaurant,AE,True,False
txn_0000201,card_00769,2026-01-04T10:45:29Z,131.4,electronics,IN,False,True
txn_0000202,card_00338,2026-01-12T04:20:50Z,23.53,atm_withdrawal,AE,True,False
txn_0000203,card_00362,2026-01-29T12:25:52Z,145.48,atm_withdrawal,IN,True,False
txn_0000204,card_00402,2026-01-21T01:01:39Z,19.16,entertainment,GB,True,False
txn_0000205,card_00006,2026-01-09T23:34:53Z,200.62,atm_withdrawal,DE,True,False
txn_0000206,card_00169,2026-01-09T12:03:07Z,59.22,restaurant,SG,False,False
txn_0000207,card_00516,2026-01-20T15:03:02Z,88.42,fuel,GB,True,False
txn_0000208,card_00805,2026-01-13T09:22:39Z,55.97,fuel,GB,True,False
txn_0000209,card_00262,2026-01-24T13:07:49Z,241.72,atm_withdrawal,IN,True,False
txn_0000210,card_00173,2026-01-06T11:59:23Z,17.58,electronics,IN,True,False
txn_0000211,card_00324,2026-01-07T13:49:51Z,20.86,atm_withdrawal,SG,True,False
txn_0000212,card_00539,2026-01-20T14:33:46Z,83.39,electronics,GB,True,False
txn_0000213,card_00375,2026-01-29T08:19:45Z,3.21,grocery,AE,True,False
txn_0000214,card_00376,2026-01-11T06:21:28Z,37.66,atm_withdrawal,US,True,False
txn_0000215,card_00459,2026-01-09T00:34:37Z,51.91,restaurant,IN,False,False
txn_0000216,card_00187,2026-01-23T20:21:56Z,61.38,electronics,IN,True,False
txn_0000217,card_00557,2026-01-03T00:20:51Z,93.14,atm_withdrawal,DE,True,False
txn_0000218,card_00482,2026-01-28T14:58:36Z,41.35,entertainment,AE,False,False
txn_0000219,card_00538,2026-01-18T22:37:29Z,567.37,travel,DE,False,True
txn_0000220,card_00853,2026-01-14T06:25:47Z,54.36,entertainment,SG,True,False
txn_0000221,card_00261,2026-01-21T22:36:07Z,206.05,electronics,SG,False,True
txn_0000222,card_00262,2026-01-26T15:29:39Z,618.46,electronics,DE,True,False
txn_0000223,card_00576,2026-01-17T05:20:32Z,35.97,online_retail,AE,True,False
txn_0000224,card_00412,2026-01-25T15:14:02Z,106.7,online_retail,DE,False,False
txn_0000225,card_00337,2026-01-02T14:27:33Z,164.1,utilities,US,False,False
txn_0000226,card_00652,2026-01-10T16:06:04Z,141.5,electronics,GB,True,False
txn_0000227,card_00567,2026-01-22T18:38:15Z,99.85,fuel,SG,True,False
txn_0000228,card_00262,2026-01-13T15:16:13Z,131.42,grocery,SG,True,False
txn_0000229,card_00484,2026-01-29T08:20:39Z,346.42,pharmacy,AE,False,False
txn_0000230,card_00628,2026-01-13T15:54:19Z,48.04,entertainment,AE,True,False
txn_0000231,card_00825,2026-01-14T09:06:06Z,12.63,travel,AE,True,False
txn_0000232,card_00407,2026-01-02T11:48:19Z,356.84,travel,IN,False,False
txn_0000233,card_00406,2026-01-08T02:46:01Z,101.3,pharmacy,SG,False,False
txn_0000234,card_00469,2026-01-02T02:51:24Z,52.18,atm_withdrawal,IN,True,False
txn_0000235,card_00701,2026-01-01T15:05:01Z,311.43,entertainment,DE,False,False
txn_0000236,card_00317,2026-01-22T02:53:17Z,159.87,restaurant,US,True,False
txn_0000237,card_00069,2026-01-02T18:21:52Z,12.51,grocery,IN,True,False
txn_0000238,card_00259,2026-01-30T09:16:15Z,314.87,travel,IN,True,True
txn_0000239,card_00021,2026-01-17T22:37:34Z,38.22,online_retail,US,False,False
txn_0000240,card_00367,2026-01-02T12:00:40Z,13.12,travel,AE,True,False
txn_0000241,card_00786,2026-01-05T04:57:12Z,794.75,grocery,SG,False,False
txn_0000242,card_00304,2026-01-17T13:37:33Z,65.59,grocery,AE,True,False
txn_0000243,card_00673,2026-01-04T15:34:06Z,113.05,online_retail,AE,True,False
txn_0000244,card_00259,2026-01-02T12:13:27Z,99.3,pharmacy,GB,False,False
txn_0000245,card_00161,2026-01-10T18:43:54Z,155.76,online_retail,SG,False,False
txn_0000246,card_00285,2026-01-04T01:32:22Z,146.69,electronics,US,False,False
txn_0000247,card_00345,2026-01-09T05:15:40Z,10.27,fuel,GB,False,False
txn_0000248,card_00640,2026-01-20T19:42:15Z,238.27,online_retail,SG,False,False
txn_0000249,card_00646,2026-01-11T04:05:17Z,231.86,pharmacy,GB,False,False
txn_0000250,card_00818,2026-01-04T15:01:37Z,62.0,atm_withdrawal,SG,True,False
txn_0000251,card_00083,2026-01-26T23:27:47Z,118.48,online_retail,SG,False,False
txn_0000252,card_00014,2026-01-26T07:20:37Z,128.37,utilities,SG,True,False
txn_0000253,card_00108,2026-01-22T19:55:46Z,99.04,online_retail,AE,True,False
txn_0000254,card_00378,2026-01-07T05:58:47Z,50.76,restaurant,IN,False,False
txn_0000255,card_00702,2026-01-24T10:59:18Z,40.25,fuel,DE,True,False
txn_0000256,card_00395,2026-01-10T22:49:56Z,14.54,travel,IN,True,False
txn_0000257,card_00398,2026-01-13T00:51:28Z,28.6,restaurant,SG,False,False
txn_0000258,card_00012,2026-01-18T10:03:40Z,87.86,entertainment,AE,False,False
txn_0000259,card_00153,2026-01-26T19:32:45Z,68.28,entertainment,IN,True,False
txn_0000260,card_00795,2026-01-23T22:52:24Z,94.2,restaurant,DE,False,False
txn_0000261,card_00429,2026-01-10T03:15:00Z,34.44,entertainment,AE,True,False
txn_0000262,card_00397,2026-01-12T11:37:40Z,26.8,atm_withdrawal,GB,True,False
txn_0000263,card_00771,2026-01-09T00:29:20Z,457.35,utilities,IN,True,True
txn_0000264,card_00427,2026-01-24T18:53:20Z,22.43,fuel,DE,True,False
txn_0000265,card_00664,2026-01-25T17:01:08Z,151.22,fuel,SG,True,False
txn_0000266,card_00135,2026-01-26T04:15:07Z,48.38,fuel,AE,True,False
txn_0000267,card_00642,2026-01-15T20:53:37Z,4.58,fuel,AE,True,False
txn_0000268,card_00739,2026-01-13T18:49:29Z,4.26,travel,SG,False,False
txn_0000269,card_00220,2026-01-26T12:22:48Z,99.24,grocery,SG,True,False
txn_0000270,card_00335,2026-01-22T03:00:47Z,312.94,grocery,GB,True,False
txn_0000271,card_00765,2026-01-18T22:30:13Z,110.46,online_retail,DE,True,False
txn_0000272,card_00609,2026-01-18T00:05:48Z,34.74,grocery,DE,True,False
txn_0000273,card_00077,2026-01-16T22:38:44Z,101.08,restaurant,SG,True,False
txn_0000274,card_00587,2026-01-03T18:35:23Z,128.54,fuel,SG,False,False
txn_0000275,card_00312,2026-01-13T10:38:21Z,130.82,fuel,IN,True,False
txn_0000276,card_00366,2026-01-16T13:36:58Z,38.64,fuel,AE,False,False
txn_0000277,card_00341,2026-01-25T13:51:20Z,116.0,grocery,DE,False,False
txn_0000278,card_00507,2026-01-01T18:04:26Z,241.62,restaurant,AE,True,False
txn_0000279,card_00511,2026-01-14T07:14:54Z,62.61,grocery,GB,False,False
txn_0000280,card_00233,2026-01-23T04:35:03Z,252.13,fuel,DE,True,False
txn_0000281,card_00303,2026-01-25T21:37:50Z,173.13,fuel,AE,True,False
txn_0000282,card_00281,2026-01-26T02:31:30Z,28.24,pharmacy,GB,True,False
txn_0000283,card_00615,2026-01-01T09:34:45Z,96.52,online_retail,AE,False,False
txn_0000284,card_00803,2026-01-10T13:09:52Z,127.46,utilities,DE,True,False
txn_0000285,card_00442,2026-01-29T20:31:28Z,290.42,travel,SG,False,False
txn_0000286,card_00224,2026-01-20T01:11:53Z,35.38,entertainment,GB,True,False
txn_0000287,card_00001,2026-01-28T02:18:11Z,11.57,pharmacy,SG,True,False
txn_0000288,card_00118,2026-01-12T13:55:14Z,283.93,utilities,US,True,True
txn_0000289,card_00014,2026-01-03T23:20:12Z,54.86,atm_withdrawal,DE,False,False
txn_0000290,card_00891,2026-01-05T10:53:55Z,12.97,fuel,US,False,False
txn_0000291,card_00473,2026-01-22T10:06:11Z,8.11,utilities,SG,False,False
txn_0000292,card_00487,2026-01-19T10:05:00Z,60.99,travel,GB,True,False
txn_0000293,card_00109,2026-01-25T01:55:25Z,68.93,fuel,US,True,False
txn_0000294,card_00259,2026-01-25T10:16:41Z,143.17,restaurant,US,True,False
txn_0000295,card_00656,2026-01-22T14:07:24Z,115.11,entertainment,DE,True,False
txn_0000296,card_00686,2026-01-04T10:12:56Z,21.94,electronics,SG,True,False
txn_0000297,card_00473,2026-01-02T23:44:31Z,33.66,restaurant,SG,True,False
txn_0000298,card_00519,2026-01-27T08:12:11Z,418.98,electronics,AE,False,False
txn_0000299,card_00117,2026-01-10T03:34:21Z,93.5,travel,SG,False,False
txn_0000300,card_00217,2026-01-28T09:18:48Z,28.56,restaurant,AE,False,False
txn_0000301,card_00308,2026-01-01T19:57:33Z,304.92,utilities,US,True,False
txn_0000302,card_00023,2026-01-10T01:43:37Z,49.15,travel,US,True,False
txn_0000303,card_00056,2026-01-09T12:12:41Z,33.19,fuel,AE,True,False
txn_0000304,card_00567,2026-01-17T09:28:06Z,230.97,restaurant,IN,True,False
txn_0000305,card_00133,2026-01-09T10:51:25Z,18.59,online_retail,GB,False,False
txn_0000306,card_00052,2026-01-03T10:07:40Z,20.97,pharmacy,IN,True,False
txn_0000307,card_00699,2026-01-02T02:20:13Z,33.61,restaurant,US,False,False
txn_0000308,card_00469,2026-01-04T14:27:30Z,35.4,travel,IN,True,False
txn_0000309,card_00509,2026-01-08T06:00:28Z,39.55,pharmacy,SG,True,False
txn_0000310,card_00690,2026-01-14T23:55:50Z,231.82,utilities,SG,False,False
txn_0000311,card_00424,2026-01-30T12:25:06Z,343.1,online_retail,SG,False,False
txn_0000312,card_00105,2026-01-12T09:28:11Z,56.88,atm_withdrawal,SG,True,False
txn_0000313,card_00417,2026-01-30T16:00:54Z,6.05,travel,GB,True,False
txn_0000314,card_00647,2026-01-18T15:47:30Z,20.24,fuel,US,True,False
txn_0000315,card_00165,2026-01-05T13:26:00Z,135.52,grocery,US,False,False
txn_0000316,card_00700,2026-01-04T15:44:03Z,24.51,fuel,US,True,False
txn_0000317,card_00891,2026-01-03T07:45:34Z,491.5,fuel,GB,False,False
txn_0000318,card_00885,2026-01-01T04:56:15Z,213.95,travel,GB,True,False
txn_0000319,card_00161,2026-01-24T14:04:04Z,97.51,restaurant,IN,True,False
txn_0000320,card_00370,2026-01-11T00:25:12Z,23.88,restaurant,GB,True,False
txn_0000321,card_00510,2026-01-14T16:36:20Z,338.59,fuel,AE,True,False
txn_0000322,card_00352,2026-01-23T01:44:43Z,197.93,fuel,IN,False,False
txn_0000323,card_00224,2026-01-14T14:26:39Z,67.88,pharmacy,AE,True,False
txn_0000324,card_00092,2026-01-24T05:35:51Z,136.91,electronics,GB,True,False
